Index;GOÄ;Schlüssel;GOÄZiffer;Beschreibung;Punktzahl;Einfachfaktor;Einfachsatz;Regelhöchstfaktor;Regelhöchstsatz;Höchstfaktor;Höchstsatz;Ausschlussziffer;go;ziffer;analog
1793;GOÄ 3696:;3696;z 3696; Phänotypisierung von Zellen oder Rezeptornachweis auf Zellen mit bis zu drei verschiedenen, primären Antiseren (Einfach- oder Mehrfachmarkierung), Durchflußzytometrie, je Antiserum;570;1;33,22;1,15;38,21;1,3;43,19;Ausschlussziffern:;GOAE;z 3696;
1794;GOÄ 3697:;3697;z 3697; Phänotypisierung von Zellen oder Rezeptornachweis auf Zellen mit weiteren Antiseren (Einfach- oder Mehrfachmarkierung), Durchflußzytometrie, je Antiserum;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 3697;
1795;GOÄ 3698:;3698;z 3698; Phänotypisierung von Zellen oder Rezeptornachweis auf Zellen mit dem ersten, primären Antiserum, Immunfluoreszenz oder ähnliche Untersuchungsmethoden;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3698;
1796;GOÄ 3699:;3699;z 3699; Phänotypisierung von Zellen oder Rezeptornachweis auf Zellen mit weiteren Antiseren, Immunfluoreszenz oder ähnliche Untersuchungsmethoden, je Antiserum;360;1;20,98;1,15;24,13;1,3;27,28;Ausschlussziffern:;GOAE;z 3699;
1797;GOÄ 3700:;3700;z 3700; Tumorstammzellenassay – gegebenenfalls auch von Zellanteilen – zur Prüfung der Zytostatikasensibilität;2000;1;116,57;1,15;134,06;1,3;151,55;Ausschlussziffern:;GOAE;z 3700;
1798;GOÄ 3710:;3710;z 3710; Blutgasanalyse (pH und/oder PCO2 und/oder PO2 und/oder Hb);90;1;5,25;1,15;6,03;1,3;6,82;Ausschlussziffern: GOÄ 435, GOÄ 626, GOÄ 627, GOÄ 628, GOÄ 629, GOÄ 630, GOÄ 632;GOAE;z 3710;
1799;GOÄ 3711:;3711;z 3711; Blutkörperchensenkungsgeschwindigkeit (BKS, BSG);40;1;2,33;1,15;2,68;1,3;3,03;Ausschlussziffern:;GOAE;z 3711;
1800;GOÄ 3712:;3712;z 3712; Viskosität (z.B. Blut, Serum, Plasma), viskosimetrisch;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 3712;
1801;GOÄ 3714:;3714;z 3714; Wasserstoffionenkonzentration (pH), potentiometrisch, jedoch nicht aus Blut oder Urin;40;1;2,33;1,15;2,68;1,3;3,03;Ausschlussziffern:;GOAE;z 3714;
1802;GOÄ 3715:;3715;z 3715; Bikarbonat;60;1;3,5;1,15;4,02;1,3;4,55;Ausschlussziffern:;GOAE;z 3715;
1803;GOÄ 3716:;3716;z 3716; Osmolalität;50;1;2,91;1,15;3,35;1,3;3,79;Ausschlussziffern:;GOAE;z 3716;
1804;GOÄ 3721:;3721;z 3721; Glykierte Proteine;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 3721;
1805;GOÄ 3722:;3722;z 3722; Fructosamin, photometrisch;70;1;4,08;1,15;4,69;1,3;5,3;Ausschlussziffern:;GOAE;z 3722;
1806;GOÄ 3723:;3723;z 3723; Fruktose, photometrisch;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3723;
1807;GOÄ 3724:;3724;z 3724; D-Xylose, photometrisch;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3724;
1808;GOÄ 3725:;3725;z 3725; Apolipoprotein (A1, A2, B), Ligandenassay gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, Immundiffusion oder ähnliche Untersuchungsmethoden, je Bestimmung;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3725;
1809;GOÄ 3726:;3726;z 3726; Fettsäuren, Gaschromatographie;410;1;23,9;1,15;27,48;1,3;31,07;Ausschlussziffern:;GOAE;z 3726;
1810;GOÄ 3727:;3727;z 3727; Fraktionierung der Lipoproteine, Ultrazentrifugation;680;1;39,64;1,15;45,58;1,3;51,53;Ausschlussziffern:;GOAE;z 3727;
1811;GOÄ 3728:;3728;z 3728; Lipidelektrophorese, qualitativ;180;1;10,49;1,15;12,07;1,3;13,64;Ausschlussziffern:;GOAE;z 3728;
1812;GOÄ 3729:;3729;z 3729; Lipidelektrophorese, quantitativ;300;1;17,49;1,15;20,11;1,3;22,73;Ausschlussziffern:;GOAE;z 3729;
1813;GOÄ 3730:;3730;z 3730; Lipoprotein (a) (Lp(a)), Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, Elektroimmundiffusion;300;1;17,49;1,15;20,11;1,3;22,73;Ausschlussziffern:;GOAE;z 3730;
1814;GOÄ 3735:;3735;z 3735; Albumin, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, Immundiffusion oder ähnliche Untersuchungsmethoden;150;1;8,74;1,15;10,05;1,3;11,37;Ausschlussziffern:;GOAE;z 3735;
1815;GOÄ 3736:;3736;z 3736; Albumin mit vorgefertigten Reagenzträgern, zur Diagnose einer Mikroalbuminurie;120;1;6,99;1,15;8,04;1,3;9,09;Ausschlussziffern:;GOAE;z 3736;
1816;GOÄ 3737:;3737;z 3737; Aminosäuren, Hochdruckflüssigkeitschromatographie;570;1;33,22;1,15;38,21;1,3;43,19;Ausschlussziffern:;GOAE;z 3737;
1817;GOÄ 3738:;3738;z 3738; Aminosäuren, qualitativ, Dünnschichtchromatographie;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 3738;
1818;GOÄ 3739:;3739;z 3739; Alpha(tief)1 -Antitrypsin, Immundiffusion oder ähnliche Untersuchungsmethoden;180;1;10,49;1,15;12,07;1,3;13,64;Ausschlussziffern:;GOAE;z 3739;
1819;GOÄ 3740:;3740;z 3740; Coeruloplasmin, Immundiffusion oder ähnliche Untersuchungsmethoden;180;1;10,49;1,15;12,07;1,3;13,64;Ausschlussziffern:;GOAE;z 3740;
1820;GOÄ 3741:;3741;z 3741; C-reaktives Protein (CRP), Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, Immundiffusion oder ähnliche Untersuchungsmethoden;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3741;
1821;GOÄ 3742:;3742;z 3742; Ferritin, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 3742;
1822;GOÄ 3743:;3743;z 3743; Alpha-Fetoprotein (AFP), Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 3743;
1823;GOÄ 3744:;3744;z 3744; Fibronectin, Ligandenassay – einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3744;
1824;GOÄ 3745:;3745;z 3745; Beta(tief)2-Glykoprotein II (C(tief)3- Proaktivator), Immundiffusion oder ähnliche Untersuchungsmethoden;180;1;10,49;1,15;12,07;1,3;13,64;Ausschlussziffern:;GOAE;z 3745;
1825;GOÄ 3746:;3746;z 3746; Hämopexin, Immundiffusion oder ähnliche Untersuchungsmethoden;180;1;10,49;1,15;12,07;1,3;13,64;Ausschlussziffern:;GOAE;z 3746;
1826;GOÄ 3747:;3747;z 3747; Haptoglobin, Immundiffusion oder ähnliche Untersuchungsmethoden;180;1;10,49;1,15;12,07;1,3;13,64;Ausschlussziffern:;GOAE;z 3747;
1827;GOÄ 3748:;3748;z 3748; Immunelektrophorese, bis zu sieben Ansätze, je Ansatz;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3748;
1828;GOÄ 3749:;3749;z 3749; Immunfixation, bis zu fünf Antiseren, je Antiserum;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3749;
1829;GOÄ 3750:;3750;z 3750; Isoelektrische Fokussierung (z.B. Oligoklonale Banden);570;1;33,22;1,15;38,21;1,3;43,19;Ausschlussziffern:;GOAE;z 3750;
1830;GOÄ 3751:;3751;z 3751; Kryoglobuline, qualitativ, visuell;40;1;2,33;1,15;2,68;1,3;3,03;Ausschlussziffern:;GOAE;z 3751;
1831;GOÄ 3752:;3752;z 3752; Kryoglobuline (Bestimmung von je zweimal IgA, IgG und IgM), Immundiffusion oder ähnliche Untersuchungsmethoden, je Globulinbestimmung;120;1;6,99;1,15;8,04;1,3;9,09;Ausschlussziffern:;GOAE;z 3752;
1832;GOÄ 3753:;3753;z 3753; Alpha(tief)2 -Makroglobulin, Immundiffusion oder ähnliche Untersuchungsmethoden;180;1;10,49;1,15;12,07;1,3;13,64;Ausschlussziffern:;GOAE;z 3753;
1833;GOÄ 3754:;3754;z 3754; Mikroglobuline (Alpha(tief)1, Beta(tief)2), Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, Immundiffusion oder ähnliche Untersuchungsmethoden, je Mikroglobulinbestimmung;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3754;
1834;GOÄ 3755:;3755;z 3755; Myoglobin, Agglutination, qualitativ;60;1;3,5;1,15;4,02;1,3;4,55;Ausschlussziffern:;GOAE;z 3755;
1835;GOÄ 3756:;3756;z 3756; Myoglobin, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, Immundiffusion oder ähnliche Untersuchungsmethoden;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3756;
1836;GOÄ 3758:;3758;z 3758; Phenylalanin (Guthrie-Test), Bakterienwachstumstest;60;1;3,5;1,15;4,02;1,3;4,55;Ausschlussziffern:;GOAE;z 3758;
1837;GOÄ 3759:;3759;z 3759; Präalbumin, Immundiffusion oder ähnliche Untersuchungsmethoden;180;1;10,49;1,15;12,07;1,3;13,64;Ausschlussziffern:;GOAE;z 3759;
1838;GOÄ 3760:;3760;z 3760; Protein im Urin, photometrisch;70;1;4,08;1,15;4,69;1,3;5,3;Ausschlussziffern:;GOAE;z 3760;
1839;GOÄ 3761:;3761;z 3761; Proteinelektrophorese im Urin;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 3761;
1840;GOÄ 3762:;3762;z 3762; Schwefelhaltige Aminosäuren (Cystin, Cystein, Homocystin), Farbreaktion und visuell, qualitativ, je Aminosäurenbestimmung;40;1;2,33;1,15;2,68;1,3;3,03;Ausschlussziffern:;GOAE;z 3762;
1841;GOÄ 3763:;3763;z 3763; SDS-Elektrophorese mit anschließender Immunreaktion (z.B. Westernblot);570;1;33,22;1,15;38,21;1,3;43,19;Ausschlussziffern:;GOAE;z 3763;
1842;GOÄ 3764:;3764;z 3764; SDS-Polyacrylamidgel-Elektrophorese;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 3764;
1843;GOÄ 3765:;3765;z 3765; Sexualhormonbindendes Globulin (SHBG), Ligandenassay – einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3765;
1844;GOÄ 3766.H4:;3766.H4;z 3766.H4; Thyroxin-bindendes Globulin (TBG), Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 3766.H4;
1845;GOÄ 3767:;3767;z 3767; Tumornekrosefaktor (TNF), Ligandenassay – einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3767;
1846;GOÄ 3768:;3768;z 3768; Isolierung von Immunglobulin M mit chromatographischen Untersuchungsverfahren;360;1;20,98;1,15;24,13;1,3;27,28;Ausschlussziffern:;GOAE;z 3768;
1847;GOÄ A3754:;A3754;z A3754; Quantitative Bestimmung von Cystatin C, analog Nr. 3754 GOÄ;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z A3754;z 3754
1848;GOÄ 3774:;3774;z 3774; Ammoniak (NH4);220;1;12,82;1,15;14,75;1,3;16,67;Ausschlussziffern:;GOAE;z 3774;
1849;GOÄ 3775:;3775;z 3775; Bilirubin im Fruchtwasser (E450), spektralphotometrisch;180;1;10,49;1,15;12,07;1,3;13,64;Ausschlussziffern:;GOAE;z 3775;
1850;GOÄ 3776:;3776;z 3776; Citrat, photometrisch;300;1;17,49;1,15;20,11;1,3;22,73;Ausschlussziffern:;GOAE;z 3776;
1851;GOÄ 3777:;3777;z 3777; Gallensäuren, Ligandenassay – einschließlich Doppelbestimmung und aktueller Bezugskurve –;290;1;16,9;1,15;19,44;1,3;21,97;Ausschlussziffern:;GOAE;z 3777;
1852;GOÄ 3778:;3778;z 3778; Glutamatdehydrogenase (GLDH), manuell, photometrisch;120;1;6,99;1,15;8,04;1,3;9,09;Ausschlussziffern:;GOAE;z 3778;
1853;GOÄ 3779:;3779;z 3779; Homogentisinsäure, Farbreaktion und visuell, qualitativ;40;1;2,33;1,15;2,68;1,3;3,03;Ausschlussziffern:;GOAE;z 3779;
1854;GOÄ 3780:;3780;z 3780; Kreatin;120;1;6,99;1,15;8,04;1,3;9,09;Ausschlussziffern:;GOAE;z 3780;
1855;GOÄ 3781:;3781;z 3781; Laktat, photometrisch;220;1;12,82;1,15;14,75;1,3;16,67;Ausschlussziffern:;GOAE;z 3781;
1856;GOÄ 3782:;3782;z 3782; Lecithin/Sphingomyelin-Quotient (L/S-Quotient);200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3782;
1857;GOÄ 3783:;3783;z 3783; Organisches Säureprofil, Gaschromatographie oder Gaschromatographie-Massenspektromie;570;1;33,22;1,15;38,21;1,3;43,19;Ausschlussziffern:;GOAE;z 3783;
1858;GOÄ 3784:;3784;z 3784; Isoenzyme (z.B. Alkalische Phosphatase, Alpha-Amylase), chemische oder thermische Hemmung oder Fällung, je Ansatz;150;1;8,74;1,15;10,05;1,3;11,37;Ausschlussziffern:;GOAE;z 3784;
1859;GOÄ 3785:;3785;z 3785; Isoenzyme (z.B. Alkalische Phosphatase, Alpha-Amylase, Creatinkinase, LDH), Elektrophorese oder Immunpräzipitation, je Ansatz;300;1;17,49;1,15;20,11;1,3;22,73;Ausschlussziffern:;GOAE;z 3785;
1860;GOÄ 3786:;3786;z 3786; Angiotensin I Converting Enzyme (Angiotensin IConvertase, ACE);220;1;12,82;1,15;14,75;1,3;16,67;Ausschlussziffern:;GOAE;z 3786;
1861;GOÄ 3787:;3787;z 3787; Chymotrypsin (Stuhl);120;1;6,99;1,15;8,04;1,3;9,09;Ausschlussziffern:;GOAE;z 3787;
1862;GOÄ 3788:;3788;z 3788; Creatinkinase-MB-Konzentration (CK-MB), Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3788;
1863;GOÄ 3789:;3789;z 3789; Enzyme der Hämsynthese (Delta-Aminolaevulinsäure-Dehydratase, Uroporphyrinsynthase und ähnliche), je Enzym;120;1;6,99;1,15;8,04;1,3;9,09;Ausschlussziffern:;GOAE;z 3789;
1864;GOÄ 3790:;3790;z 3790; Erythrozytenenzyme (Glukose-6-Phosphat-Dehydrogenase, Pyruvatkinase und ähnliche), je Enzym;120;1;6,99;1,15;8,04;1,3;9,09;Ausschlussziffern:;GOAE;z 3790;
1865;GOÄ 3791:;3791;z 3791; Granulozyten-Elastase, Ligandenassay – einschließlich Doppelbestimmung und aktueller Bezugskurve –;290;1;16,9;1,15;19,44;1,3;21,97;Ausschlussziffern:;GOAE;z 3791;
1866;GOÄ 3792:;3792;z 3792; Granulozyten-Elastase, Immundiffusion oder ähnliche Untersuchungsmethoden;180;1;10,49;1,15;12,07;1,3;13,64;Ausschlussziffern:;GOAE;z 3792;
1867;GOÄ 3793:;3793;z 3793; Lysozym;120;1;6,99;1,15;8,04;1,3;9,09;Ausschlussziffern:;GOAE;z 3793;
1868;GOÄ 3794:;3794;z 3794; Prostataspezifische saure Phosphatase (PAP), Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3794;
1869;GOÄ 3795:;3795;z 3795; Tartrathemmbare saure Phosphatase (PSP);110;1;6,41;1,15;7,37;1,3;8,34;Ausschlussziffern:;GOAE;z 3795;
1870;GOÄ 3796:;3796;z 3796; Trypsin, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern:;GOAE;z 3796;
1871;GOÄ 3805.H2-3827.H2:;3805.H2-3827.H2;z 3805.H2-3827.H2; Untersuchung auf Antikörper mittels qualitativer Immunfluoreszenzuntersuchung (bis zu zwei Titerstufen) oder ähnlicher Untersuchungsmethoden;290;1;16,9;1,15;19,44;1,3;21,97;3805.H2;GOAE;z 3805.H2-3827.H2;
1872;GOÄ 3832-3854:;3832-3854;z 3832-3854; Untersuchung auf Antikörper mittels quantitativer Immunfluoreszenzuntersuchung (mehr als zwei Titerstufen) oder ähnlicher Untersuchungsmethoden;510;1;29,73;1,15;34,19;1,3;38,64;3832;GOAE;z 3832-3854;
1873;GOÄ 3857-3864:;3857-3864;z 3857-3864; Untersuchung auf Subformen antinukleärer und zytoplasmatischer Antikörper mittels Ligandenassay -gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, Immunoblot oder Überwanderungselektrophorese;300;1;17,49;1,15;20,11;1,3;22,73;3857;GOAE;z 3857-3864;
1874;GOÄ 3868-3877:;3868-3877;z 3868-3877; Untersuchung auf Antikörper mittels Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;3868;GOAE;z 3868-3877;
1875;GOÄ 3879:;3879;z 3879; Untersuchung auf Antikörper gegen TSH-Rezeptor (TRAK) mittels Ligandenassay – einschließlich Doppelbestimmung und aktueller Bezugskurve –;550;1;32,06;1,15;36,87;1,3;41,68;Ausschlussziffern:;GOAE;z 3879;
1876;GOÄ 3881:;3881;z 3881; Zirkulierende Immunkomplexe, Ligandenassayeinschließlich Doppelbestimmung und aktueller Bezugskurve –;290;1;16,9;1,15;19,44;1,3;21,97;Ausschlussziffern:;GOAE;z 3881;
1877;GOÄ 3884-3885:;3884-3885;z 3884-3885; Qualitativer Nachweis von Antikörpern mittels Agglutination;90;1;5,25;1,15;6,03;1,3;6,82;3884;GOAE;z 3884-3885;
1878;GOÄ 3886-3889:;3886-3889;z 3886-3889; Quantitative Bestimmung von Antikörpern mittels Immundiffusion oder ähnlicher Untersuchungsmethoden;90;1;5,25;1,15;6,03;1,3;6,82;3884;GOAE;z 3886-3889;
1879;GOÄ 3890:;3890;z 3890; Allergenspezifisches Immunglobulin (z.B. IgE), Mischallergentest (z.B. RAST), im Einzelansatz, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, qualitativ, bis zu vier Mischallergenen, je Mischallergen;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern: GOÄ 3892, GOÄ 3893, GOÄ 3894;GOAE;z 3890;
1880;GOÄ 3891:;3891;z 3891; Allergenspezifisches Immunglobulin (z.B. IgE), Einzelallergentest (z.B. RAST), im Einzelansatz, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve -, bis zu zehn Einzelallergenen, je Allergen;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern: GOÄ 3892, GOÄ 3893, GOÄ 3894;GOAE;z 3891;
1881;GOÄ 3892:;3892;z 3892; Bestimmung von allergenspezifischem Immunglobulin (z.B. IgE), Einzel- oder Mischallergentest mit mindestens vier deklarierten Allergenen oder Mischallergenen auf einem Träger, je Träger;200;1;11,66;1,15;13,41;1,3;15,15;Ausschlussziffern: GOÄ 3572, GOÄ 3890, GOÄ 3891;GOAE;z 3892;
1882;GOÄ 3893:;3893;z 3893; Bestimmung von allergenspezifischem Immunglobulin (z.B. IgE), Einzelallergentest mit mindestens neun deklarierten Allergenen auf einem Träger und Differenzierung nach Einzelallergenen – gegebenenfalls einschließlich semiquantitativer Bestimmung des Gesamt-IgE -, insgesamt;500;1;29,14;1,15;33,52;1,3;37,89;Ausschlussziffern: GOÄ 3572, GOÄ 3890, GOÄ 3891;GOAE;z 3893;
1883;GOÄ 3894:;3894;z 3894; Bestimmung von allergenspezifischem Immunglobulin (z.B. IgE), Einzelallergentest mit mindestens zwanzig deklarierten Allergenen auf einem Träger und Differenzierung nach Einzelallergenen – gegebenenfalls einschließlich semiquantitativer Bestimmung des Gesamt-IgE -, insgesamt;900;1;52,46;1,15;60,33;1,3;68,2;Ausschlussziffern: GOÄ 3572, GOÄ 3890, GOÄ 3891;GOAE;z 3894;
1884;GOÄ 3895:;3895;z 3895; Heterophile Antikörper (IgG- oder IgM-Fraktion), Ligandenassay – einschließlich Doppelbestimmung und aktueller Bezugskurve -, je Fraktion;1100;1;64,12;1,15;73,73;1,3;83,35;Ausschlussziffern:;GOAE;z 3895;
1885;GOÄ 3896:;3896;z 3896; Untersuchung auf Antikörper gegen Gliadin mittels qualitativer Immunfluoreszenzuntersuchung (bis zu zwei Titerstufen) oder ähnlicher Untersuchungsmethoden;290;1;16,9;1,15;19,44;1,3;21,97;Ausschlussziffern:;GOAE;z 3896;
1886;GOÄ 3897:;3897;z 3897; Untersuchung auf Antikörper gegen Gliadin mittels quantitativer Immunfluoreszenzuntersuchung (mehr als zwei Titerstufen) oder ähnlicher Untersuchungsmethoden;510;1;29,73;1,15;34,19;1,3;38,64;Ausschlussziffern:;GOAE;z 3897;
1887;GOÄ 3898:;3898;z 3898; Antikörper gegen Insulin, Ligandenassay – einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3898;
1888;GOÄ 3900.H3:;3900.H3;z 3900.H3; Ca 125, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;300;1;17,49;1,15;20,11;1,3;22,73;Ausschlussziffern:;GOAE;z 3900.H3;
1889;GOÄ 3901.H3:;3901.H3;z 3901.H3; Ca 15-3, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3901.H3;
1890;GOÄ 3902.H3:;3902.H3;z 3902.H3; Ca 19-9, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;300;1;17,49;1,15;20,11;1,3;22,73;Ausschlussziffern:;GOAE;z 3902.H3;
1891;GOÄ 3903.H3:;3903.H3;z 3903.H3; Ca 50, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3903.H3;
1892;GOÄ 3904.H3:;3904.H3;z 3904.H3; Ca 72-4, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3904.H3;
1893;GOÄ 3905.H3:;3905.H3;z 3905.H3; Carcinoembryonales Antigen (CEA), Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;250;1;14,57;1,15;16,76;1,3;18,94;Ausschlussziffern:;GOAE;z 3905.H3;
1894;GOÄ 3906.H3:;3906.H3;z 3906.H3; Cyfra 21-1, Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3906.H3;
1895;GOÄ 3907.H3:;3907.H3;z 3907.H3; Neuronenspezifische Enolase (NSE), Ligandenassay – einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3907.H3;
1896;GOÄ 3908.H3:;3908.H3;z 3908.H3; Prostataspezifisches Antigen (PSA), Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;300;1;17,49;1,15;20,11;1,3;22,73;Ausschlussziffern:;GOAE;z 3908.H3;
1897;GOÄ 3909.H3:;3909.H3;z 3909.H3; Squamous cell carcinoma-Antigen (SCC), Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3909.H3;
1898;GOÄ 3910.H3:;3910.H3;z 3910.H3; Thymidinkinase, Ligandenassay – einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3910.H3;
1899;GOÄ 3911.H3:;3911.H3;z 3911.H3; Tissue-polypeptide-Antigen (TPA), Ligandenassay – gegebenenfalls einschließlich Doppelbestimmung und aktueller Bezugskurve –;450;1;26,23;1,15;30,16;1,3;34,1;Ausschlussziffern:;GOAE;z 3911.H3;
1900;GOÄ 3920:;3920;z 3920; Isolierung von humanen Nukleinsäuren aus Untersuchungsmaterial;900;1;52,46;1,15;60,33;1,3;68,2;Ausschlussziffern:;GOAE;z 3920;
1901;GOÄ 3921:;3921;z 3921; Verdau (Spaltung) isolierter humaner Nukleinsäuren mit Restriktionsenzymen, je Enzym;150;1;8,74;1,15;10,05;1,3;11,37;Ausschlussziffern:;GOAE;z 3921;
1902;GOÄ 3922:;3922;z 3922; Amplifikation von humanen Nukleinsäuren oder Nukleinsäurefragmenten mit Polymerasekettenreaktion (PCR);500;1;29,14;1,15;33,52;1,3;37,89;Ausschlussziffern:;GOAE;z 3922;
1903;GOÄ 3923:;3923;z 3923; Amplifikation von humanen Nukleinsäuren oder Nukleinsäurefragmenten mit geschachtelter Polymerasekettenreaktion (nested PCR);1000;1;58,29;1,15;67,03;1,3;75,77;Ausschlussziffern:;GOAE;z 3923;
1904;GOÄ 3924:;3924;z 3924; Identifizierung von humanen Nukleinsäurefragmenten durch Hybridisierung mit radioaktiv oder nichtradioaktiv markierten Sonden und nachfolgender Detektion, je Sonde;300;1;17,49;1,15;20,11;1,3;22,73;Ausschlussziffern:;GOAE;z 3924;
1905;GOÄ 3925:;3925;z 3925; Trennung von humanen Nukleinsäurefragmenten mittels elektrophoretischer Methoden und anschließendem Transfer auf Trägermaterialien (z.B. Dot-Blot, Slot-Blot);600;1;34,97;1,15;40,22;1,3;45,46;Ausschlussziffern:;GOAE;z 3925;
1906;GOÄ 3926:;3926;z 3926; Identifizierung von humanen Nukleinsäurefragmenten durch Sequenzermittlung;2000;1;116,57;1,15;134,06;1,3;151,55;Ausschlussziffern:;GOAE;z 3926;
1907;GOÄ 3930:;3930;z 3930; Antithrombin III, chromogenes Substrat;110;1;6,41;1,15;7,37;1,3;8,34;Ausschlussziffern:;GOAE;z 3930;
1908;GOÄ 3931:;3931;z 3931; Antithrombin III, Immundiffusion oder ähnliche Untersuchungsmethoden;180;1;10,49;1,15;12,07;1,3;13,64;Ausschlussziffern:;GOAE;z 3931;
1909;GOÄ 3932:;3932;z 3932; Blutungszeit;60;1;3,5;1,15;4,02;1,3;4,55;Ausschlussziffern:;GOAE;z 3932;
